Tlin11583-RA	GO:0006123
Tlin11583-RA	GO:0005751
Tlin11583-RA	GO:0006123
Tlin11583-RA	GO:0005751
Tlin09239-RA	GO:0051560
Tlin13713-RA	GO:0005506
Tlin13713-RA	GO:0016705
Tlin13713-RA	GO:0020037
Tlin13713-RA	GO:0004497
Tlin13713-RA	GO:0005506
Tlin13713-RA	GO:0016705
Tlin13713-RA	GO:0020037
Tlin13713-RA	GO:0004497
Tlin13713-RA	GO:0005506
Tlin13713-RA	GO:0016705
Tlin13713-RA	GO:0020037
Tlin13713-RA	GO:0004497
Tlin05950-RA	GO:0007186
Tlin05950-RA	GO:0016020
Tlin05950-RA	GO:0004930
Tlin05950-RA	GO:0007186
Tlin05950-RA	GO:0016020
Tlin05950-RA	GO:0004930
Tlin00099-RA	GO:0070072
Tlin12121-RA	GO:0003676
Tlin13034-RA	GO:0000045
Tlin13034-RA	GO:1990316
Tlin13034-RA	GO:0006914
Tlin10275-RA	GO:0005524
Tlin10275-RA	GO:0003676
Tlin12250-RA	GO:0003677
Tlin12250-RA	GO:0003677
Tlin09938-RA	GO:0016868
Tlin09938-RA	GO:0006096
Tlin09938-RA	GO:0003824
Tlin12097-RA	GO:0003678
Tlin12097-RA	GO:0005524
Tlin12097-RA	GO:0003677
Tlin12097-RA	GO:0004386
Tlin12097-RA	GO:0005524
Tlin12097-RA	GO:0006139
Tlin12097-RA	GO:0016818
Tlin12097-RA	GO:0003676
Tlin07988-RA	GO:0030677
Tlin07988-RA	GO:0001682
Tlin01156-RA	GO:0004471
Tlin01156-RA	GO:0004471
Tlin01156-RA	GO:0051287
Tlin01156-RA	GO:0004471
Tlin02595-RA	GO:0016791
Tlin02595-RA	GO:0016311
Tlin02595-RA	GO:0016311
Tlin02595-RA	GO:0008138
Tlin04998-RA	GO:0016779
Tlin04998-RA	GO:0031123
Tlin04998-RA	GO:0003723
Tlin04998-RA	GO:1990817
Tlin04998-RA	GO:0043631
Tlin04998-RA	GO:0016779
Tlin04998-RA	GO:0043631
Tlin04998-RA	GO:0003723
Tlin04998-RA	GO:0043631
Tlin04998-RA	GO:0003723
Tlin07770-RA	GO:0005549
Tlin07770-RA	GO:0008270
Tlin07770-RA	GO:0006355
Tlin07770-RA	GO:0006355
Tlin07770-RA	GO:0008270
Tlin07770-RA	GO:0043565
Tlin07770-RA	GO:0003700
Tlin07770-RA	GO:0005515
Tlin07770-RA	GO:0005524
Tlin07770-RA	GO:0016459
Tlin07770-RA	GO:0003774
Tlin07770-RA	GO:0006355
Tlin07770-RA	GO:0008270
Tlin07770-RA	GO:0043565
Tlin07770-RA	GO:0003700
Tlin07770-RA	GO:0005549
Tlin07770-RA	GO:0005856
Tlin07770-RA	GO:0005856
Tlin07770-RA	GO:0005515
Tlin07770-RA	GO:0005549
Tlin13587-RA	GO:0016192
Tlin13587-RA	GO:0016020
Tlin13587-RA	GO:0006886
Tlin13587-RA	GO:0016020
Tlin13587-RA	GO:0005484
Tlin13587-RA	GO:0048193
Tlin13587-RA	GO:0016020
Tlin03885-RA	GO:0007264
Tlin03885-RA	GO:0005085
Tlin03885-RA	GO:0007264
Tlin03885-RA	GO:0005085
Tlin03885-RA	GO:0007264
Tlin03885-RA	GO:0005085
Tlin03885-RA	GO:0007264
Tlin03885-RA	GO:0005085
Tlin03885-RA	GO:0007264
Tlin03885-RA	GO:0005085
Tlin10452-RA	GO:0005524
Tlin10452-RA	GO:0016459
Tlin10452-RA	GO:0003774
Tlin10452-RA	GO:0016459
Tlin10452-RA	GO:0003774
Tlin01577-RA	GO:0005515
Tlin01577-RA	GO:0005515
Tlin14596-RA	GO:0016887
Tlin14596-RA	GO:0005524
Tlin03552-RA	GO:0005515
Tlin03552-RA	GO:0005515
Tlin13991-RA	GO:0003676
Tlin13991-RA	GO:0015074
Tlin04146-RA	GO:0020037
Tlin04146-RA	GO:0009055
Tlin04146-RA	GO:0020037
Tlin04146-RA	GO:0009055
Tlin04146-RA	GO:0020037
Tlin04146-RA	GO:0009055
Tlin04146-RA	GO:0020037
Tlin04146-RA	GO:0009055
Tlin06372-RA	GO:0004386
Tlin07958-RA	GO:0003676
Tlin06976-RA	GO:0006542
Tlin06976-RA	GO:0006807
Tlin06976-RA	GO:0004356
Tlin06976-RA	GO:0003824
Tlin06976-RA	GO:0006542
Tlin06976-RA	GO:0006807
Tlin06976-RA	GO:0004356
Tlin06976-RA	GO:0006542
Tlin06976-RA	GO:0006807
Tlin06976-RA	GO:0004356
Tlin06976-RA	GO:0006807
Tlin06976-RA	GO:0004356
Tlin00550-RA	GO:0005515
Tlin00550-RA	GO:0005515
Tlin00550-RA	GO:0005515
Tlin00550-RA	GO:0005515
Tlin00550-RA	GO:0005515
Tlin00550-RA	GO:0005515
Tlin00550-RA	GO:0000398
Tlin00550-RA	GO:0005515
Tlin05866-RA	GO:0008061
Tlin05866-RA	GO:0005576
Tlin05866-RA	GO:0008061
Tlin00188-RA	GO:0005886
Tlin00188-RA	GO:0005261
Tlin00188-RA	GO:0006811
Tlin00188-RA	GO:0016020
Tlin00188-RA	GO:0055085
Tlin00188-RA	GO:0005216
Tlin00188-RA	GO:0006811
Tlin00188-RA	GO:0016020
Tlin00188-RA	GO:0055085
Tlin00188-RA	GO:0005216
Tlin01122-RA	GO:0016020
Tlin01122-RA	GO:0019829
Tlin01122-RA	GO:0140358
Tlin01122-RA	GO:0006812
Tlin01122-RA	GO:0000166
Tlin01122-RA	GO:0000166
Tlin00905-RA	GO:0003676
Tlin08223-RA	GO:0006355
Tlin08223-RA	GO:0005634
Tlin08223-RA	GO:0006355
Tlin08223-RA	GO:0005634
Tlin08728-RA	GO:0005515
Tlin08728-RA	GO:0005515
Tlin08283-RA	GO:0016020
Tlin08283-RA	GO:0016020
Tlin05880-RA	GO:0005515
Tlin14393-RA	GO:0003676
Tlin09668-RA	GO:0005515
Tlin09668-RA	GO:0005515
Tlin00506-RA	GO:0016598
Tlin00506-RA	GO:0004057
Tlin00506-RA	GO:0016598
Tlin00506-RA	GO:0004057
Tlin08117-RA	GO:0005515
Tlin08117-RA	GO:0005515
Tlin08117-RA	GO:0005515
Tlin08449-RA	GO:0005515
Tlin08449-RA	GO:0005515
Tlin08449-RA	GO:0005515
Tlin08449-RA	GO:0005515
Tlin13662-RA	GO:0003352
Tlin09208-RA	GO:0070006
Tlin09208-RA	GO:0006508
Tlin10863-RA	GO:0043087
Tlin10863-RA	GO:0043087
Tlin10863-RA	GO:0035556
Tlin10863-RA	GO:0043087
Tlin08739-RA	GO:0004812
Tlin08739-RA	GO:0005524
Tlin08739-RA	GO:0006418
Tlin08739-RA	GO:0000166
Tlin03791-RA	GO:0005730
Tlin03791-RA	GO:0006355
Tlin03791-RA	GO:0008134
Tlin03791-RA	GO:0003677
Tlin03791-RA	GO:0005730
Tlin03791-RA	GO:0006355
Tlin03791-RA	GO:0008134
Tlin03791-RA	GO:0003677
Tlin06635-RA	GO:0005524
Tlin06635-RA	GO:0016459
Tlin06635-RA	GO:0003774
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0007165
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin05035-RA	GO:0005515
Tlin11714-RA	GO:0003676
Tlin11714-RA	GO:0005515
Tlin11714-RA	GO:0005515
Tlin11714-RA	GO:0005515
Tlin11714-RA	GO:0005515
Tlin11714-RA	GO:0005515
Tlin11714-RA	GO:0005515
Tlin12769-RA	GO:0003676
Tlin01171-RA	GO:0005198
Tlin01171-RA	GO:0019028
Tlin01171-RA	GO:0005198
Tlin01171-RA	GO:0005198
Tlin05178-RA	GO:0008641
Tlin07906-RA	GO:0005840
Tlin07906-RA	GO:0006412
Tlin07906-RA	GO:0003735
Tlin07906-RA	GO:0005840
Tlin07906-RA	GO:0006412
Tlin07906-RA	GO:0003735
Tlin07906-RA	GO:0005840
Tlin07906-RA	GO:0006412
Tlin07906-RA	GO:0003735
Tlin00450-RA	GO:0003824
Tlin00450-RA	GO:0019752
Tlin00450-RA	GO:0030170
Tlin00450-RA	GO:0016830
Tlin00246-RA	GO:0031267
Tlin00246-RA	GO:0006886
Tlin00246-RA	GO:0006611
Tlin00246-RA	GO:0005049
Tlin12881-RA	GO:0046961
Tlin12881-RA	GO:1902600
Tlin12881-RA	GO:0033179
Tlin12881-RA	GO:0046961
Tlin12881-RA	GO:1902600
Tlin12881-RA	GO:0033179
Tlin08659-RA	GO:0008083
Tlin08659-RA	GO:0008083
Tlin08659-RA	GO:0005576
Tlin06515-RA	GO:0016579
Tlin06515-RA	GO:0043161
Tlin06515-RA	GO:0004843
